
Os valores de area e perimetro (em pixels) sao(foram ORDENADOS):


        AREA(pixel2)    PERIMETRO(pixel)
             8.43783              15.976
             8.43783             16.0797
             8.43783             16.3283
             8.43783             16.3283
             8.43783             16.3283
             8.43783             16.3283
             8.43783             16.3283
             8.43783             16.3283
             8.43783             16.3283
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             8.43783             16.5778
             9.49256             16.5778
             9.49256             16.5778
             9.49256             16.9301
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.1797
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.4292
             9.49256             17.7815
             9.49256             17.7815
             9.49256             17.7815
             9.49256             17.7815
             9.49256             17.7815
             9.49256             17.7815
             9.49256             17.7815
             9.49256             17.7815
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256               18.03
             9.49256             18.3823
             9.49256             18.3823
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             9.49256             18.6318
             10.5473             18.6318
             10.5473             18.6318
             10.5473             18.6318
             10.5473             18.6318
             10.5473             18.6318
             10.5473             18.6318
             10.5473             18.8814
             10.5473             18.8814
             10.5473             18.8814
             10.5473             18.8814
             10.5473             19.2337
             10.5473             19.2337
             10.5473             19.2337
             10.5473             19.2337
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.4832
             10.5473             19.8355
             10.5473              20.084
             10.5473              20.084
             10.5473              20.084
             10.5473              20.084
             10.5473              20.084
             10.5473              20.084
             10.5473              20.084
             10.5473              20.084
             10.5473              20.084
             10.5473             20.3336
             10.5473             20.3336
             10.5473             20.3336
             10.5473             20.3336
             10.5473             20.4363
             10.5473             20.6858
              11.602             20.6858
              11.602             20.6858
              11.602             20.6858
              11.602             20.6858
              11.602             20.6858
              11.602             20.6858
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             20.9354
              11.602             21.2877
              11.602             21.5372
              11.602             21.5372
              11.602             21.5372
              11.602             21.5372
              11.602             21.5372
              11.602             21.5372
              11.602             21.5372
              11.602             21.5372
              11.602             21.5372
              11.602             21.5372
              11.602             21.5372
              11.602             21.7858
              11.602             21.7858
              11.602             21.7858
              11.602             21.7858
              11.602              22.138
              11.602              22.138
              11.602              22.138
              11.602              22.138
              11.602              22.138
              11.602              22.138
              11.602              22.138
              11.602             22.3876
              11.602             22.3876
              11.602             22.3876
              11.602             22.3876
              11.602             22.3876
              11.602             22.3876
             12.6567             22.3876
             12.6567             22.3876
             12.6567             22.3876
             12.6567             22.3876
             12.6567             22.3876
             12.6567             22.3876
             12.6567             22.3876
             12.6567             22.3876
             12.6567             22.7398
             12.6567             22.7398
             12.6567             22.7398
             12.6567             22.9894
             12.6567             22.9894
             12.6567             22.9894
             12.6567             22.9894
             12.6567             22.9894
             12.6567             22.9894
             12.6567             22.9894
             12.6567             22.9894
             12.6567             22.9894
             12.6567             22.9894
             12.6567             23.5912
             12.6567             23.5912
             12.6567             23.5912
             12.6567             23.5912
             12.6567             23.5912
             12.6567             23.8398
             12.6567             23.8398
             12.6567             23.8398
             12.6567             23.8398
             12.6567             23.8398
             12.6567             23.8398
             12.6567             23.8398
             12.6567             23.8398
             12.6567             23.9435
             12.6567             24.4416
             12.6567             24.4416
             12.6567             24.4416
             12.6567             24.4416
             12.6567             24.4416
             12.6567             24.4416
             13.7115             24.4416
             13.7115             24.4416
             13.7115             24.6911
             13.7115             24.7938
             13.7115             25.0434
             13.7115             25.0434
             13.7115             25.0434
             13.7115             25.0434
             13.7115             25.0434
             13.7115             25.2919
             13.7115             25.2919
             13.7115             25.2919
             13.7115             25.2919
             13.7115             25.2919
             13.7115             25.2919
             13.7115             25.2919
             13.7115             25.2919
             13.7115             25.6452
             13.7115             25.6452
             13.7115             25.6452
             13.7115             25.6452
             13.7115             25.6452
             13.7115             25.8938
             13.7115             25.8938
             13.7115             25.8938
             13.7115             25.8938
             13.7115             25.8938
             13.7115             25.8938
             14.7662             25.8938
             14.7662             25.8938
             14.7662             25.8938
             14.7662             25.8938
             14.7662             26.1433
             14.7662             26.1433
             14.7662             26.4956
             14.7662             26.4956
             14.7662             26.4956
             14.7662             26.4956
             14.7662             26.4956
             14.7662             26.4956
             14.7662             26.4956
             14.7662             26.4956
             14.7662             26.4956
             14.7662             26.4956
             15.8209             26.7451
             15.8209             26.7451
             15.8209             26.7451
             15.8209             26.7451
             15.8209             26.7451
             15.8209             26.7451
             15.8209             26.8478
             15.8209             27.0974
             15.8209             27.3459
             15.8209             27.3459
             15.8209             27.3459
             15.8209             27.3459
             15.8209             27.3459
             15.8209             27.3459
             15.8209             27.3459
             15.8209             27.5955
             15.8209             27.5955
             15.8209             27.6992
             15.8209             27.6992
             15.8209             27.6992
             16.8757             27.9478
             16.8757             27.9478
             16.8757             27.9478
             16.8757             28.1973
             16.8757             28.1973
             16.8757             28.1973
             16.8757             28.1973
             16.8757             28.5496
             16.8757             28.5496
             16.8757             28.5496
             16.8757             28.5496
             16.8757             28.5496
             16.8757             28.7991
             16.8757             28.7991
             16.8757             28.7991
             16.8757             28.7991
             16.8757             28.7991
             17.9304             28.7991
             17.9304             29.1514
             17.9304             29.3999
             17.9304             29.3999
             17.9304             29.3999
             17.9304             29.3999
             17.9304             29.3999
             17.9304             29.3999
             17.9304             29.3999
             17.9304             29.3999
             17.9304             29.3999
             18.9851             29.6495
             18.9851             29.6495
             18.9851             30.2513
             18.9851             30.2513
             18.9851             30.2513
             18.9851             30.2513
             18.9851             30.2513
             18.9851             30.4998
             18.9851             30.8531
             18.9851             31.1017
             18.9851             31.1017
             18.9851             31.4539
             20.0399             31.4539
             20.0399             31.4539
             20.0399             31.7035
             20.0399             31.7035
             20.0399             31.9531
             20.0399             32.3053
             20.0399             32.9071
             20.0399             32.9071
             20.0399             32.9071
             20.0399             32.9071
             20.0399             32.9071
             20.0399             32.9071
             20.0399             33.1557
             20.0399             33.1557
             20.0399             33.5079
             20.0399             33.7575
             21.0946             33.7575
             21.0946             33.7575
             21.0946             33.7575
             21.0946             33.7575
             21.0946             34.0071
             21.0946             34.0071
             21.0946             34.3593
             21.0946             34.3593
             21.0946             34.3593
             21.0946             34.6078
             21.0946             34.6078
             21.0946             35.2097
             22.1493             35.2097
             22.1493             35.8115
             22.1493             35.8115
             22.1493             36.0611
             22.1493             36.0611
              23.204             36.4133
              23.204             36.6618
              23.204             36.6618
              23.204             37.0151
              23.204             37.2637
              23.204             37.2637
             24.2588             37.2637
             24.2588             37.2637
             24.2588             37.2637
             24.2588             37.5132
             24.2588             37.5132
             24.2588             37.5132
             24.2588             37.5132
             24.2588             37.8655
             24.2588             38.1151
             25.3135             38.7158
             25.3135             38.7158
             25.3135             38.7158
             25.3135             38.9654
             25.3135             38.9654
             25.3135             40.1691
             25.3135             40.1691
             25.3135             40.1691
             25.3135             40.1691
             25.3135             40.1691
             25.3135             40.4176
             26.3682             40.7698
             26.3682             40.7698
             26.3682             40.7698
             26.3682             41.0194
             26.3682             41.3717
             26.3682             41.3717
              27.423             41.6212
              27.423             41.6212
              27.423             41.6212
              27.423             41.6212
              27.423             41.6212
              27.423             41.9735
             28.4777             42.2231
             28.4777             43.0734
             28.4777              43.323
             28.4777             43.6752
             28.4777             43.6752
             28.4777             43.6752
             29.5324             43.6752
             29.5324             44.2771
             29.5324             44.2771
             29.5324             44.5256
             29.5324             44.7751
             29.5324             45.1274
             29.5324              45.377
             29.5324             45.6255
             30.5871             46.5796
             30.5871             46.8291
             30.5871             47.1814
             30.5871              47.431
             30.5871             47.6795
             31.6419             47.7832
             31.6419             48.3851
             31.6419             49.1327
             31.6419              49.485
             31.6419             49.8372
             32.6966             50.0868
             32.6966             50.3353
             32.6966             50.3353
             32.6966             50.5849
             32.6966             51.2894
             33.7513             51.7875
             33.7513             52.1408
             34.8061             52.1408
             34.8061             52.3893
             34.8061             52.3893
             34.8061             52.3893
             34.8061             52.6389
             34.8061             52.7416
             34.8061             53.0938
             35.8608             53.8415
             35.8608             53.8415
             35.8608             54.0911
             35.8608             54.0911
             35.8608             54.4433
             35.8608             54.6929
             35.8608             54.6929
             36.9155             54.9414
             36.9155             54.9414
             37.9702             55.0451
             37.9702             55.2947
             37.9702             55.2947
             37.9702             55.8955
             37.9702             56.4973
             37.9702             56.7469
              39.025             57.3487
              39.025             57.5972
             40.0797             58.4486
             40.0797             58.8009
             41.1344             59.0494
             42.1892             59.6512
             42.1892             60.8549
             43.2439             61.1034
             43.2439             61.4567
             43.2439             61.7052
             43.2439             62.5566
             43.2439              63.407
             43.2439             63.5107
             44.2986             63.7592
             44.2986             63.7592
             46.4081             64.3611
             47.4628             64.6106
             48.5175             64.8592
             48.5175             66.3124
             48.5175             66.6646
             49.5723             67.2654
              50.627              67.515
             51.6817             68.1168
             51.6817             68.3664
             51.6817             68.3664
             51.6817             68.7186
             51.6817             69.4663
             52.7364              69.569
             53.7912              71.623
             53.7912             71.8725
             53.7912             72.4744
             54.8459              73.677
             54.8459              73.677
             55.9006             73.9265
             55.9006             74.1751
             58.0101             74.5284
             59.0648             75.6283
             61.1743             76.2291
             61.1743             78.0345
             61.1743             78.5326
             63.2837             79.7363
             64.3385             80.0885
             68.5574             80.0885
             68.5574             82.3911
             69.6121             82.9929
             69.6121             83.2425
             69.6121             83.2425
             70.6668             84.0928
             70.6668             84.3424
             71.7216             86.1468
             71.7216             88.4504
             72.7763             88.5531
             74.8858             89.1549
             75.9405             90.2548
             75.9405             90.8566
             76.9952             94.8619
             78.0499             95.1105
             82.2689             95.2142
             87.5425             96.0646
             91.7614             97.1645
             92.8162             97.2682
             93.8709             98.7204
             93.8709             99.6745
             95.9803             101.522
             95.9803             101.874
             97.0351             103.326
             98.0898             107.332
             109.692             107.434
             110.747             108.036
             112.856             109.987
             114.965              111.19
              116.02             112.497
              116.02             113.742
              118.13               115.9
             123.403             118.452
             126.567             120.154
             131.841             120.257
             132.896             121.254
             138.169             126.066
             141.334             127.166
             142.388             127.416
             143.443             128.473
             146.607             129.822
             157.155             130.072
             164.538             135.382
             169.811              137.54
             170.866             138.536
             171.921             143.246
             175.085             144.948
             177.194               146.4
             181.413             146.752
             184.578             146.752
             191.961             149.554
             202.508             149.907
             209.891             150.216
             210.946             152.459
             219.384              155.82
             222.548             155.965
             225.712             160.924
              232.04             161.234
              234.15             163.331
             238.369             163.829
             240.478             166.588
             248.916             174.949
             257.354             175.449
             261.573             176.505
             262.628             177.855
             266.846             182.211
              272.12             188.271
             277.394             190.781
             279.503             203.001
              290.05             204.453
             291.105             209.059
              330.13             219.725
             338.568             221.426
             351.225             227.588
             356.498             231.447
             364.936             236.157
             384.976             243.316
             396.578             244.872
             400.797             248.026
             403.961             249.228
             438.767             253.586
             478.847              258.69
             496.777             259.146
             534.748             278.878
             556.897             278.878
             598.031             281.534
              602.25             287.094
             632.837             294.708
             639.166             295.955
             643.385             303.775
             673.972             307.179
             684.519             314.441
             690.847             323.009
             739.365              328.01
             765.733             337.429
             842.728             343.343
             868.042             347.347
             883.863              379.05
             899.684             380.752
             915.505             392.973
             935.545             404.592
             1020.98             406.604
             1028.36             410.547
             1055.78             414.407
             1102.19             421.523
             1127.51             426.129
             1180.24             435.093
             1206.61             447.064
             1230.87             466.298
             1242.47               469.1
             1277.28             526.654
             1343.72             535.824
             1359.55             563.419
             1600.02              572.28
             1620.06             580.703
             1635.88             619.608
             1743.47             628.778
             1759.29             632.181
             1809.91             638.944
             1831.01             672.349
             1838.39             686.685
             2025.08             706.459
             2356.26             706.665
             2359.43              719.78
             2503.93              731.46
             2587.25             869.334
             2602.02             882.716
             2702.22             883.318
              2753.9             910.603
              3000.7             912.013
             3024.96             927.739
             3162.08             930.791
             3502.76             1029.61
             3509.08             1039.08
             3591.35             1053.66
             3673.62             1067.58
             3705.26             1073.14
             3838.16             1199.96
              4137.7             1202.26
             4857.03             1235.14
             5035.28             1259.07
             5609.05              1269.9
             6392.71             1454.79
              6579.4             1524.46
             6606.82              1580.4
                6803             1948.14
             10185.5             2083.79
             11259.2             2089.58
             11474.4             2837.62
             11816.1             2942.75
             18689.8             4149.56
             34875.7             4194.83

A soma das areas é: 267745 um^2

A soma dos perimetros é: 102327 um
